lcm_timestamp,sensor_timestamp,depth,pressure
1699643655311226,1699643655311214,545.51,-1.0
1699643655461368,1699643655461336,545.507,-1.0
1699643655608754,1699643655608744,545.507,-1.0
1699643655761518,1699643655761506,545.501,-1.0
1699643655906499,1699643655906489,545.501,-1.0
1699643656058017,1699643656057997,545.531,-1.0
1699643656207188,1699643656207151,545.576,-1.0
1699643656355926,1699643656355896,545.585,-1.0
1699643656506476,1699643656506467,545.585,-1.0
1699643656653730,1699643656653720,545.588,-1.0
1699643656804215,1699643656804195,545.588,-1.0
1699643656952156,1699643656952136,545.589,-1.0
1699643657102848,1699643657102834,545.589,-1.0
1699643657255240,1699643657255224,545.59,-1.0
1699643657399535,1699643657399525,545.582,-1.0
1699643657553007,1699643657552959,545.591,-1.0
1699643657699489,1699643657699475,545.607,-1.0
1699643657849994,1699643657849954,545.633,-1.0
1699643657999889,1699643657999877,545.646,-1.0
1699643658152708,1699643658152690,545.651,-1.0
1699643658302129,1699643658302121,545.644,-1.0
1699643658450304,1699643658450294,545.65,-1.0
1699643658601808,1699643658601801,545.648,-1.0
1699643658748464,1699643658748454,545.644,-1.0
1699643658900731,1699643658900716,545.642,-1.0
1699643659046988,1699643659046978,545.642,-1.0
1699643659195891,1699643659195882,545.634,-1.0
1699643659343195,1699643659343183,545.594,-1.0
1699643659495308,1699643659495293,545.498,-1.0
1699643659642849,1699643659642731,545.483,-1.0
1699643659792682,1699643659792650,545.496,-1.0
1699643659945139,1699643659945114,545.5,-1.0
1699643660090238,1699643660090215,545.51,-1.0
1699643660241526,1699643660241518,545.508,-1.0
1699643660388333,1699643660388321,545.506,-1.0
1699643660542005,1699643660541966,545.507,-1.0
1699643660691459,1699643660691449,545.508,-1.0
1699643660839560,1699643660839549,545.505,-1.0
1699643660990445,1699643660990432,545.494,-1.0
1699643661141070,1699643661141058,545.49,-1.0
1699643661285469,1699643661285431,545.487,-1.0
1699643661438824,1699643661438773,545.492,-1.0
1699643661584892,1699643661584850,545.482,-1.0
1699643661736636,1699643661736601,545.481,-1.0
1699643661884935,1699643661884924,545.476,-1.0
1699643662033539,1699643662033527,545.467,-1.0
1699643662183972,1699643662183928,545.47,-1.0
1699643662332452,1699643662332430,545.462,-1.0
1699643662483829,1699643662483815,545.465,-1.0
1699643662628418,1699643662628388,545.465,-1.0
1699643662779329,1699643662779319,545.461,-1.0
1699643662934379,1699643662934360,545.467,-1.0
1699643663078485,1699643663078469,545.46,-1.0
1699643663230347,1699643663230274,545.455,-1.0
1699643663380970,1699643663380954,545.446,-1.0
1699643663529350,1699643663529312,545.455,-1.0
1699643663679619,1699643663679568,545.455,-1.0
1699643663825471,1699643663825456,545.454,-1.0
1699643663979460,1699643663979438,545.454,-1.0
1699643664128908,1699643664128895,545.451,-1.0
1699643664275146,1699643664275069,545.451,-1.0
1699643664425249,1699643664425215,545.443,-1.0
1699643664572380,1699643664572368,545.443,-1.0
1699643664723719,1699643664723692,545.446,-1.0
1699643664870710,1699643664870686,545.444,-1.0
1699643665023331,1699643665023317,545.436,-1.0
1699643665173119,1699643665173104,545.428,-1.0
1699643665320550,1699643665320525,545.425,-1.0
1699643665471904,1699643665471820,545.421,-1.0
1699643665619610,1699643665619489,545.419,-1.0
1699643665770347,1699643665770339,545.422,-1.0
1699643665915128,1699643665915118,545.417,-1.0
1699643666069244,1699643666069222,545.409,-1.0
1699643666218055,1699643666218039,545.409,-1.0
1699643666365457,1699643666365445,545.409,-1.0
1699643666516929,1699643666516915,545.408,-1.0
1699643666663286,1699643666663258,545.399,-1.0
1699643666814548,1699643666814536,545.403,-1.0
1699643666964410,1699643666964395,545.406,-1.0
1699643667110097,1699643667110084,545.41,-1.0
1699643667264144,1699643667264104,545.41,-1.0
1699643667409876,1699643667409866,545.406,-1.0
1699643667560610,1699643667560596,545.403,-1.0
1699643667714094,1699643667714074,545.39,-1.0
1699643667863147,1699643667863128,545.394,-1.0
1699643668011424,1699643668011409,545.396,-1.0
1699643668162122,1699643668162111,545.4,-1.0
1699643668307893,1699643668307886,545.404,-1.0
1699643668459666,1699643668459635,545.404,-1.0
